Howie Kendrick | WSH | 4229
Ichiro Suzuki | MIA | 1101
Wilmer Difo | WSH | 14320
Chris Stewart | PIT | 3878
Evan Longoria | TB | 9368
Yandy Diaz | CLE | 16578
Allen Cordoba | SD | 15722
Andrew Benintendi | BOS | 17901
Hoby Milner | PHI | 13346
Dusty Coleman | SD | 8979
Matt Szczur | SD | 11255
Lucas Duda | TB | 2502
Mike Fiers | HOU | 7754
Jean Machi | SEA | 3220
Ryan Schimpf | SD | 9953
Chris Smith | OAK | 4544
A.J. Ellis | MIA | 5677
Carlos Martinez | STL | 11682
Terrance Gore | KC | 13658
Kendall Graveman | OAK | 15514
Carlos Santana | CLE | 2396
Chris Davis | BAL | 9272
Ryan Hanigan | COL | 4952
Charlie Blackmon | COL | 7859
Tyler Moore | MIA | 7244
Mark Trumbo | BAL | 6876
Trey Mancini | BAL | 15149
German Marquez | COL | 15038
Alex Mejia | STL | 13877
Scott Van Slyke | LAD | 4365
Yoenis Cespedes | NYM | 13110
Raimel Tapia | COL | 14350
Victor Caratini | CHC | 14968
Adeiny Hechavarria | TB | 10459
Miguel Gonzalez | CHW | 7024
Miguel Gomez | SF | 17075
Adam Morgan | PHI | 12580
George Kontos | SF | 9486
Marco Hernandez | BOS | 13154
Trayce Thompson | LAD | 9952
Adam Rosales | OAK | 9682
Kaleb Cowart | LAA | 11494
Mike Aviles | MIA | 5986
Cam Gallagher | KC | 12981
Tyler Glasnow | PIT | 14374
Danny Espinosa | SEA | 9219
Dinelson Lamet | SD | 17186
A.J. Griffin | TEX | 11132
Paul Blackburn | OAK | 14739
Jefry Marte | LAA | 5107
Eddie Rosario | MIN | 12155
George Springer | HOU | 12856
Johan Camargo | ATL | 14950
Adrian Beltre | TEX | 639
Chad Kuhl | PIT | 14975
Tim Locastro | LAD | 15124
Zach Eflin | PHI | 13774
Brock Holt | BOS | 9345
Victor Robles | WSH | 18363
Kris Bryant | CHC | 15429
Marco Gonzales | SEA | 15467
Kevin Shackelford | CIN | 11012
Andrew Miller | CLE | 6785
Miguel Diaz | SD | 18815
Andrew Toles | LAD | 13414
Daniel Mengden | OAK | 16980
Tomas Telis | MIA | 10067
Brandon Nimmo | NYM | 12927
Noah Syndergaard | NYM | 11762
Hector Sanchez | SD | 10289
Tom Wilhelmsen | ARZ | 9975
Jesus Sucre | TB | 5942
Carlos Rodon | CHW | 16137
Joc Pederson | LAD | 11899
Phillip Ervin | CIN | 14738
Jon Lester | CHC | 4930
Hyun Soo Kim | PHI | 18718
Mark Canha | OAK | 11445
Luiz Gohara | ATL | 15166
Austin Slater | SF | 16153
Ehire Adrianza | MIN | 8418
Rickie Weeks Jr. | TB | 1849
Tyler Saladino | CHW | 10807
Aaron Hill | SF | 6104
Jayson Aquino | BAL | 13150
Zach Davies | MIL | 13183
Joe Mauer | MIN | 1857
Michael Pineda | NYY | 5372
Anthony Santander | BAL | 14551
Darwin Barney | TOR | 2430
Edubray Ramos | PHI | 16086
Todd Frazier | CHW | 785
Lance McCullers | HOU | 14120
Chris Heisey | WSH | 3978
Carlos Ruiz | SEA | 2579
Magneuris Sierra | STL | 17023
Mac Williamson | SF | 14158
Kyle Barraclough | MIA | 13713
Vidal Nuno | BAL | 9674
Carl Edwards Jr. | CHC | 13607
Chase Headley | NYY | 4720
Ryan Raburn | WSH | 2218
Mike Foltynewicz | ATL | 10811
Manny Pina | MIL | 2829
